Row	Col.	Element
44	2	0.00062
45	2	-0.00144
46	2	0.00103
47	2	-0.01030
48	2	-0.00189
49	2	0.00482
50	2	-0.00126
51	2	-0.00181
52	2	-0.00116
53	2	0.00467
54	2	-0.00166
55	2	0.00253
56	2	0.00332
57	2	-0.00618
58	2	-0.00208
59	2	-0.00388
60	2	-0.00411
61	2	0.00220
62	2	-0.00032
63	2	-0.00289
64	2	0.00004
65	2	0.00173
66	2	0.00076
67	2	0.00235
68	2	-0.00088
69	2	-0.00253
70	2	0.00035
71	2	-0.00977
72	2	0.00277
73	2	0.00267
74	2	-0.00031
75	2	-0.00008
76	2	-0.00119
77	2	0.00213
78	2	0.00213
79	2	-0.00012
80	2	-0.00022
81	2	-0.00065
82	2	-0.00101
83	2	0.00107
84	2	0.00415
85	2	0.00017
86	2	0.00095
87	2	-0.00500
88	2	0.00251
89	2	-0.00596
90	2	-0.00114
91	2	0.00004
92	2	-0.00091
93	2	0.00059
94	2	0.00074
95	2	0.00035
96	2	0.00251
97	2	0.00025
98	2	-0.00244
99	2	0.00079
100	2	0.00062
101	2	0.00022
102	2	0.00014
103	2	0.00018
104	2	0.00003
105	2	0.00007
106	2	-0.00000
107	2	-0.00030
108	2	-0.00005
1	3	0.02004
2	3	-0.14451
3	3	-0.84068
4	3	0.14690
5	3	0.02915
6	3	-0.08763
7	3	-0.05693
8	3	0.01529
9	3	-0.09617
10	3	-0.01123
11	3	0.00163
12	3	-0.02747
13	3	-0.02101
14	3	0.00981
15	3	-0.01551
16	3	0.01545
17	3	0.01053
18	3	0.03610
19	3	-0.00184
20	3	0.02089
21	3	-0.01101
22	3	-0.01627
23	3	0.00001
24	3	-0.04490
25	3	-0.01977
26	3	-0.00483
27	3	-0.01490
28	3	-0.01070
29	3	-0.02350
30	3	-0.01896
31	3	0.01254
32	3	0.05491
33	3	0.00274
34	3	-0.00128
35	3	-0.05679
36	3	-0.00840
37	3	0.00055
38	3	-0.01338
39	3	-0.00971
40	3	0.00160
41	3	0.00316
42	3	0.00125
43	3	0.01948
44	3	-0.00232
45	3	0.01540
46	3	0.00726
47	3	-0.01372
48	3	0.00502
49	3	-0.01287
50	3	0.00962
51	3	-0.00292
52	3	-0.00315
53	3	0.00476
54	3	-0.00864
55	3	-0.00584
56	3	-0.02004
57	3	-0.02580
58	3	-0.00349
59	3	-0.00055
60	3	-0.00538
61	3	0.00207
62	3	0.00869
63	3	0.00035
64	3	0.00114
65	3	0.00611
66	3	0.00124
67	3	0.00132
68	3	-0.00386
69	3	0.00505
70	3	-0.00147
71	3	-0.00217
72	3	-0.00903
73	3	-0.00591
74	3	0.00214
75	3	0.00669
76	3	0.00521
77	3	0.00505
78	3	0.01243
79	3	-0.00167
80	3	-0.00326
81	3	-0.00509
82	3	-0.00859
83	3	0.00931
84	3	-0.01249
85	3	0.00792
86	3	-0.01426
87	3	-0.00682
88	3	-0.00201
89	3	-0.00686
90	3	0.00017
91	3	-0.00047
92	3	-0.00485
93	3	-0.00013
94	3	-0.00142
95	3	-0.00286
96	3	-0.00079
97	3	0.00009
98	3	-0.00834
99	3	-0.00070
100	3	-0.00221
101	3	0.00056
102	3	-0.00078
103	3	0.00070
104	3	-0.00003
105	3	0.00022
106	3	0.00057
107	3	0.00027
108	3	-0.00060
1	4	-0.00909
2	4	0.05389
3	4	0.06293
4	4	0.97139
5	4	-0.03459
6	4	0.02908
7	4	0.02952
8	4	-0.02609
9	4	0.03210
10	4	-0.03911
11	4	0.01172
12	4	0.01898
13	4	0.01654
14	4	-0.01005
15	4	-0.00098
16	4	0.00666
17	4	0.00260
18	4	-0.00573
19	4	0.01348
20	4	0.00854
21	4	-0.00431
22	4	0.00356
23	4	-0.00728
24	4	-0.00191
25	4	-0.00031
26	4	0.00233
27	4	0.01219
28	4	0.00377
29	4	0.01146
30	4	0.00603
31	4	-0.00816
32	4	-0.02343
33	4	-0.00250
34	4	-0.00193
35	4	0.01752
36	4	0.00333
37	4	0.00034
38	4	0.00086
39	4	0.00341
40	4	-0.00137
41	4	-0.00190
42	4	-0.00104
43	4	-0.00115
44	4	0.00355
45	4	-0.00249
46	4	0.00140
47	4	-0.00416
48	4	-0.00183
49	4	0.00363
50	4	0.00251
51	4	-0.00117
52	4	-0.00077
53	4	-0.00004
54	4	0.00170
55	4	0.00273
56	4	0.00662
57	4	0.00664
58	4	0.00070
59	4	-0.00344
60	4	-0.00073
61	4	-0.00234
62	4	-0.00406
63	4	-0.00168
64	4	-0.00002
65	4	0.00622
66	4	-0.00047
67	4	0.00194
68	4	0.00280
69	4	-0.00550
70	4	0.00052
71	4	-0.00151
72	4	-0.00122
73	4	0.00515
74	4	-0.00167
75	4	-0.00251
76	4	-0.00307
77	4	-0.00156
78	4	-0.00444
79	4	0.00083
80	4	0.00052
81	4	0.00109
82	4	0.00439
83	4	-0.00067
84	4	0.00591
85	4	-0.00469
86	4	0.00224
87	4	0.00440
88	4	-0.00225
89	4	-0.00209
90	4	-0.00007
91	4	0.00015
92	4	0.00140
93	4	0.00013
94	4	0.00048
95	4	0.00140
96	4	0.00061
97	4	-0.00017
98	4	0.00221
99	4	0.00047
100	4	0.00045
101	4	-0.00029
102	4	0.00010
103	4	-0.00028
104	4	0.00006
105	4	0.00022
106	4	0.00020
107	4	0.00005
108	4	0.00000
1	5	-0.01159
2	5	0.05705
3	5	0.07669
4	5	-0.01735
5	5	0.82646
6	5	-0.07292
7	5	-0.01097
8	5	-0.01433
9	5	0.08493
10	5	-0.09683
11	5	-0.06741
12	5	-0.00725
13	5	0.00526
14	5	-0.02036
15	5	-0.00288
16	5	0.01900
17	5	0.00702
18	5	-0.00176
19	5	0.01532
20	5	0.01246
21	5	-0.00186
22	5	0.01143
23	5	-0.00184
24	5	-0.02551
25	5	-0.02045
26	5	0.00033
27	5	0.03152
28	5	0.01940
29	5	-0.00805
30	5	-0.02184
31	5	-0.01273
32	5	-0.01843
33	5	0.00029
34	5	-0.00039
35	5	-0.01523
36	5	-0.00590
37	5	0.00008
38	5	0.00095
39	5	0.00574
40	5	0.00019
41	5	-0.00301
42	5	0.00104
43	5	-0.01936
44	5	0.00283
45	5	0.01009
46	5	0.00171
47	5	0.00349
48	5	0.00732
49	5	0.00864
50	5	0.00881
51	5	0.00102
52	5	-0.00998
53	5	-0.00780
54	5	0.00381
55	5	0.00289
56	5	0.01186
57	5	0.01228
58	5	0.00680
59	5	-0.00450
60	5	0.00016
61	5	-0.00594
62	5	-0.00166
63	5	-0.00254
64	5	0.00164
65	5	0.00693
66	5	-0.00220
67	5	-0.00443
68	5	0.00478
69	5	-0.00041
70	5	0.00155
71	5	-0.00461
72	5	-0.00558
73	5	0.00501
74	5	-0.00153
75	5	-0.00558
76	5	-0.00613
77	5	-0.00528
78	5	-0.00650
79	5	0.00439
80	5	0.00371
81	5	-0.00019
82	5	0.01559
83	5	-0.00510
84	5	0.01440
85	5	-0.01313
86	5	-0.01225
87	5	0.01427
88	5	-0.00637
89	5	0.00717
90	5	0.00039
91	5	0.00035
92	5	-0.00057
93	5	-0.00104
94	5	-0.00042
95	5	0.00077
96	5	-0.00110
97	5	-0.00019
98	5	-0.00064
99	5	-0.00144
100	5	-0.00016
101	5	-0.00031
102	5	0.00051
103	5	-0.00053
104	5	0.00003
105	5	0.00104
106	5	0.00056
107	5	-0.00097
108	5	0.00031
1	6	-0.00140
2	6	-0.03162
3	6	-0.14670
4	6	0.07518
5	6	0.28983
6	6	0.85307
7	6	-0.10064
8	6	-0.01921
9	6	-0.05031
10	6	0.13998
11	6	0.03822
12	6	-0.02300
13	6	-0.01329
14	6	0.00631
15	6	-0.01141
16	6	-0.00326
17	6	-0.01913
18	6	-0.01916
19	6	-0.02578
20	6	-0.02241
21	6	0.01442
22	6	-0.00691
23	6	0.00680
24	6	0.02601
25	6	0.01716
26	6	-0.00574
27	6	-0.03107
28	6	-0.02481
29	6	-0.01497
30	6	0.00130
31	6	0.02103
32	6	0.04494
33	6	0.00365
34	6	0.00046
35	6	-0.01346
36	6	-0.00127
37	6	0.00298
38	6	0.00155
39	6	-0.00688
40	6	0.00301
41	6	-0.00073
42	6	0.00170
43	6	0.00250
44	6	-0.00319
45	6	-0.00468
46	6	-0.01067
47	6	0.00768
48	6	-0.00032
49	6	-0.01570
50	6	-0.01432
51	6	0.00052
52	6	0.00453
53	6	-0.00298
54	6	-0.00169
55	6	-0.00412
56	6	-0.01921
57	6	-0.01606
58	6	-0.00523
59	6	0.01010
60	6	0.00576
61	6	0.00981
62	6	0.00730
63	6	0.00619
64	6	-0.00060
65	6	-0.02387
66	6	0.00077
67	6	-0.00796
68	6	-0.00808
69	6	0.01116
70	6	0.00037
71	6	0.01641
72	6	0.00145
73	6	-0.01104
74	6	0.00186
75	6	0.00494
76	6	0.00813
77	6	0.00185
78	6	0.00719
79	6	0.00216
80	6	0.00088
81	6	-0.00108
82	6	-0.01325
83	6	-0.00309
84	6	-0.01501
85	6	0.01359
86	6	-0.00029
87	6	-0.01204
88	6	0.00753
89	6	0.00703
90	6	0.00014
91	6	-0.00054
92	6	-0.00125
93	6	-0.00019
94	6	-0.00035
95	6	-0.00150
96	6	-0.00056
97	6	0.00001
98	6	-0.00203
99	6	-0.00041
100	6	-0.00019
101	6	0.00060
102	6	-0.00083
103	6	0.00075
104	6	-0.00009
105	6	-0.00094
106	6	-0.00077
107	6	0.00041
108	6	-0.00015
1	7	0.01682
2	7	-0.07396
3	7	-0.22093
4	7	0.05642
5	7	0.22845
6	7	-0.14550
7	7	0.87159
8	7	-0.37040
9	7	-0.12157
10	7	0.19528
11	7	0.10520
12	7	0.03162
13	7	0.00489
14	7	0.01980
15	7	0.01808
16	7	-0.01106
17	7	-0.02069
18	7	-0.00049
19	7	-0.04446
20	7	-0.03158
21	7	0.02496
22	7	-0.02193
23	7	0.00817
24	7	0.04890
25	7	0.03001
26	7	-0.00509
27	7	-0.06730
28	7	-0.04493
29	7	0.01903
30	7	0.02407
31	7	0.03043
32	7	0.05291
33	7	-0.00478
34	7	0.00103
35	7	-0.01488
36	7	0.00138
37	7	0.00327
38	7	-0.00062
39	7	-0.00802
40	7	-0.00462
41	7	0.00745
42	7	-0.00324
43	7	0.03964
44	7	-0.00352
45	7	-0.01544
46	7	-0.00844
47	7	-0.00548
48	7	-0.00186
49	7	-0.02219
50	7	-0.01846
51	7	-0.00484
52	7	0.01753
53	7	0.00881
54	7	-0.00572
55	7	-0.00610
56	7	-0.02838
57	7	-0.02672
58	7	-0.00734
59	7	0.00757
60	7	0.00408
61	7	0.01215
62	7	-0.00335
63	7	0.01185
64	7	-0.00222
65	7	-0.02407
66	7	0.00235
67	7	0.00266
68	7	-0.00628
69	7	0.00809
70	7	-0.00208
71	7	0.01571
72	7	-0.00467
73	7	0.00083
74	7	0.00201
75	7	0.00971
76	7	0.01258
77	7	0.00506
78	7	0.01212
79	7	-0.00411
80	7	-0.00786
81	7	-0.00202
82	7	-0.02310
83	7	0.00417
84	7	-0.03181
85	7	0.03353
86	7	0.01047
87	7	-0.02103
88	7	0.01008
89	7	0.00316
90	7	0.00007
91	7	-0.00082
92	7	-0.00133
93	7	-0.00003
94	7	-0.00051
95	7	-0.00027
96	7	-0.00061
97	7	0.00016
98	7	-0.00246
99	7	-0.00003
100	7	-0.00042
101	7	0.00050
102	7	-0.00134
103	7	0.00112
104	7	-0.00006
105	7	-0.00192
106	7	-0.00125
107	7	0.00144
108	7	-0.00062
1	8	-0.00249
2	8	0.06261
3	8	0.23324
4	8	-0.04237
5	8	-0.18294
6	8	0.25148
7	8	0.42894
8	8	0.91875
9	8	0.10638
10	8	-0.20856
11	8	-0.15240
12	8	-0.03210
13	8	-0.01123
14	8	-0.00249
15	8	-0.00932
16	8	0.02133
17	8	0.01800
18	8	0.00319
19	8	0.03994
20	8	0.04538
21	8	-0.03845
22	8	0.02309
23	8	-0.00601
24	8	-0.05494
25	8	-0.04074
26	8	0.00323
27	8	0.06901
28	8	0.04505
29	8	-0.03289
30	8	-0.03316
31	8	-0.03200
32	8	-0.05485
33	8	-0.00090
34	8	-0.00460
35	8	0.01914
36	8	-0.00115
37	8	-0.00661
38	8	0.00346
39	8	0.00764
40	8	-0.00023
41	8	-0.00629
42	8	0.00135
43	8	-0.05537
44	8	0.00335
45	8	0.01789
46	8	0.00855
47	8	0.01800
48	8	0.00284
49	8	0.02441
50	8	0.01972
51	8	0.01176
52	8	-0.02013
53	8	-0.00650
54	8	0.00511
55	8	0.00652
56	8	0.03813
57	8	0.03506
58	8	0.00930
59	8	-0.01539
60	8	-0.00375
61	8	-0.02092
62	8	0.00832
63	8	-0.00559
64	8	0.00272
65	8	0.02275
66	8	-0.00186
67	8	-0.00366
68	8	0.00507
69	8	-0.00818
70	8	0.00430
71	8	-0.01487
72	8	0.00891
73	8	-0.00435
74	8	-0.00249
75	8	-0.01143
76	8	-0.01401
77	8	-0.00697
78	8	-0.01508
79	8	0.00977
80	8	0.01370
81	8	0.00212
82	8	0.02193
83	8	-0.01139
84	8	0.03760
85	8	-0.03482
86	8	-0.01471
87	8	0.02458
88	8	-0.00889
89	8	-0.00163
90	8	-0.00031
91	8	0.00073
92	8	0.00165
93	8	0.00009
94	8	0.00064
95	8	0.00060
96	8	0.00074
97	8	-0.00034
98	8	0.00315
99	8	-0.00004
100	8	0.00055
101	8	-0.00034
102	8	0.00132
103	8	-0.00114
104	8	-0.00001
105	8	0.00217
106	8	0.00130
107	8	-0.00189
108	8	0.00076
1	9	0.00508
2	9	-0.00887
3	9	0.01619
4	9	-0.01120
5	9	-0.06685
6	9	-0.00364
7	9	0.00330
8	9	0.05589
9	9	1.01804
10	9	0.06103
11	9	-0.02678
12	9	-0.01266
13	9	-0.02115
14	9	0.01811
15	9	0.02445
16	9	-0.04725
17	9	0.00729
18	9	0.02391
19	9	-0.00859
20	9	-0.02966
21	9	-0.01505
22	9	-0.00397
23	9	0.01654
24	9	-0.01189
25	9	-0.00724
26	9	0.00559
27	9	0.01473
28	9	0.01078
29	9	0.00633
30	9	0.00126
31	9	-0.00973
32	9	-0.01056
33	9	0.00139
34	9	-0.00339
35	9	0.00949
36	9	0.00174
37	9	0.00138
38	9	0.00014
39	9	0.00186
40	9	0.00006
41	9	-0.00256
42	9	-0.00132
43	9	-0.00770
44	9	0.00111
45	9	0.00291
46	9	0.00784
47	9	0.00432
48	9	-0.00100
49	9	0.00274
50	9	0.00224
51	9	0.00220
52	9	0.00023
53	9	0.00434
54	9	-0.00049
55	9	0.00012
56	9	0.00532
57	9	0.00643
58	9	0.00046
59	9	-0.00016
60	9	-0.00053
61	9	-0.00381
62	9	0.00140
63	9	-0.00134
64	9	0.00079
65	9	0.01349
66	9	0.00016
67	9	0.00353
68	9	0.00249
69	9	-0.00537
70	9	0.00024
71	9	-0.00494
72	9	0.00457
73	9	-0.00423
74	9	-0.00039
75	9	-0.00139
76	9	-0.00171
77	9	-0.00052
78	9	-0.00309
79	9	-0.00295
80	9	-0.00142
81	9	0.00031
82	9	0.00050
83	9	0.00067
84	9	0.00200
85	9	-0.00314
86	9	0.00394
87	9	0.00193
88	9	-0.00162
89	9	-0.00462
90	9	-0.00009
91	9	0.00013
92	9	0.00063
93	9	0.00033
94	9	0.00023
95	9	-0.00016
96	9	0.00037
97	9	-0.00004
98	9	0.00112
99	9	0.00045
100	9	0.00003
101	9	-0.00034
102	9	0.00027
103	9	-0.00036
104	9	-0.00001
105	9	0.00025
106	9	0.00022
107	9	-0.00003
108	9	0.00005
1	10	-0.01287
2	10	0.01131
3	10	0.06236
4	10	-0.00233
5	10	-0.01464
6	10	0.01996
7	10	0.02877
8	10	-0.03793
9	10	-0.07916
10	10	0.93802
11	10	0.02285
12	10	-0.04678
13	10	-0.03586
14	10	0.02130
15	10	-0.00844
16	10	-0.00973
17	10	0.00230
18	10	-0.00184
19	10	0.01620
20	10	0.01303
21	10	-0.00592
22	10	-0.00642
23	10	-0.00549
24	10	-0.01658
25	10	0.00138
26	10	-0.00141
27	10	0.01229
28	10	0.00901
29	10	-0.00782
30	10	-0.00385
31	10	-0.01176
32	10	-0.01115
33	10	-0.00012
34	10	0.00087
35	10	0.00514
36	10	-0.00077
37	10	-0.00117
38	10	-0.00047
39	10	0.00032
40	10	-0.00020
41	10	-0.00302
42	10	-0.00012
43	10	-0.01343
44	10	0.00024
45	10	0.00409
46	10	0.00010
47	10	0.00426
48	10	-0.00028
49	10	0.00235
50	10	0.00618
51	10	0.00245
52	10	-0.00249
53	10	-0.00020
54	10	0.00071
55	10	-0.00030
56	10	0.00376
57	10	0.00460
58	10	0.00061
59	10	-0.00224
60	10	-0.00075
61	10	-0.00302
62	10	0.00250
63	10	-0.00227
64	10	0.00066
65	10	0.00566
66	10	-0.00069
67	10	-0.00233
68	10	0.00096
69	10	-0.00200
70	10	0.00013
71	10	-0.00223
72	10	0.00113
73	10	0.00010
74	10	-0.00007
75	10	-0.00160
76	10	-0.00225
77	10	-0.00131
78	10	-0.00283
79	10	-0.00002
80	10	0.00031
81	10	0.00015
82	10	0.00359
83	10	-0.00106
84	10	0.00579
85	10	-0.00613
86	10	-0.00196
87	10	0.00220
88	10	-0.00341
89	10	-0.00066
90	10	0.00028
91	10	0.00014
92	10	0.00046
93	10	-0.00028
94	10	-0.00004
95	10	-0.00041
96	10	-0.00019
97	10	-0.00005
98	10	0.00100
99	10	-0.00031
100	10	-0.00021
101	10	-0.00006
102	10	0.00024
103	10	-0.00023
104	10	-0.00001
105	10	0.00040
106	10	0.00033
107	10	-0.00009
108	10	-0.00004
1	11	-0.01143
2	11	-0.02276
3	11	-0.06603
4	11	0.03046
5	11	0.09476
6	11	-0.03568
7	11	-0.00920
8	11	0.01532
9	11	-0.06484
10	11	0.04024
11	11	0.97472
12	11	0.30072
13	11	0.15127
14	11	-0.06606
15	11	-0.04939
16	11	0.08660
17	11	0.01125
18	11	0.01058
19	11	0.01595
20	11	0.05264
21	11	-0.00020
22	11	-0.00984
23	11	-0.02158
24	11	0.01875
25	11	-0.00463
26	11	0.00091
27	11	-0.04505
28	11	-0.02925
29	11	-0.01074
30	11	0.00397
31	11	0.01648
32	11	0.02635
33	11	-0.00326
34	11	0.00444
35	11	0.00301
36	11	0.00599
37	11	-0.00275
38	11	-0.00116
39	11	-0.00057
40	11	-0.00240
41	11	0.01069
42	11	-0.00286
43	11	-0.00515
44	11	-0.00011
45	11	-0.00519
46	11	-0.00667
47	11	0.00681
48	11	-0.00333
49	11	-0.00793
50	11	-0.00746
51	11	0.00615
52	11	0.00426
53	11	0.00443
54	11	0.00044
55	11	-0.00027
56	11	0.00508
57	11	0.00053
58	11	-0.00331
59	11	-0.00586
60	11	0.00379
61	11	-0.00448
62	11	0.00287
63	11	0.01147
64	11	0.00084
65	11	-0.00756
66	11	0.00159
67	11	0.00282
68	11	-0.00107
69	11	0.00185
70	11	0.00225
71	11	0.00650
72	11	0.00482
73	11	-0.00597
74	11	0.00039
75	11	-0.00044
76	11	0.00197
77	11	-0.00259
78	11	0.00002
79	11	0.00658
80	11	0.00403
81	11	0.00099
82	11	-0.00879
83	11	-0.00921
84	11	-0.00285
85	11	0.00688
86	11	0.00083
87	11	-0.01002
88	11	0.00790
89	11	0.00135
90	11	-0.00028
91	11	-0.00047
92	11	0.00003
93	11	0.00000
94	11	0.00034
95	11	0.00015
96	11	0.00057
97	11	-0.00008
98	11	-0.00068
99	11	0.00043
100	11	0.00009
101	11	0.00052
102	11	-0.00074
103	11	0.00050
104	11	0.00001
105	11	-0.00042
106	11	-0.00043
107	11	0.00004
108	11	-0.00013
1	12	-0.01428
2	12	0.05933
3	12	0.00579
4	12	-0.02525
5	12	-0.04611
6	12	0.04379
7	12	-0.00612
8	12	-0.02017
9	12	0.01699
10	12	-0.00082
11	12	-0.22779
12	12	0.87795
13	12	-0.35063
14	12	0.20897
15	12	0.12132
16	12	-0.04844
17	12	0.01086
18	12	0.03545
19	12	0.01520
20	12	-0.05737
21	12	0.00179
22	12	0.02638
23	12	0.01025
24	12	-0.00865
25	12	0.01127
26	12	0.00308
27	12	0.01043
28	12	0.01754
29	12	0.00807
30	12	0.00676
31	12	-0.00789
32	12	-0.01532
33	12	-0.00209
34	12	-0.00361
35	12	0.00393
36	12	0.00637
37	12	-0.00077
38	12	-0.00197
39	12	0.00437
40	12	-0.00013
41	12	-0.00084
42	12	-0.00046
43	12	0.00499
44	12	-0.00011
45	12	0.00196
46	12	0.00636
47	12	-0.00112
48	12	-0.00128
49	12	0.00364
50	12	0.00187
51	12	-0.00013
52	12	0.00059
53	12	0.00344
54	12	0.00103
55	12	-0.00121
56	12	0.00486
57	12	0.00529
58	12	0.00325
59	12	0.00123
60	12	0.00011
61	12	0.00044
62	12	-0.00674
63	12	-0.00249
64	12	0.00060
65	12	0.00852
66	12	-0.00106
67	12	0.00192
68	12	0.00299
69	12	-0.00633
70	12	-0.00046
71	12	-0.00505
72	12	0.00155
73	12	0.00289
74	12	-0.00017
75	12	-0.00197
76	12	-0.00297
77	12	-0.00065
78	12	-0.00248
79	12	-0.00154
80	12	-0.00147
81	12	0.00070
82	12	0.00372
83	12	0.00351
84	12	0.00637
85	12	-0.00460
86	12	0.00179
87	12	0.00140
88	12	-0.00141
89	12	-0.00141
90	12	-0.00030
91	12	0.00024
92	12	0.00065
93	12	-0.00019
94	12	0.00055
95	12	-0.00010
96	12	0.00108
97	12	-0.00000
98	12	0.00035
99	12	0.00040
100	12	0.00023
101	12	-0.00040
102	12	0.00024
103	12	-0.00023
104	12	-0.00007
105	12	0.00011
106	12	0.00021
107	12	0.00013
108	12	0.00015
1	13	-0.02153
2	13	0.04158
3	13	0.02401
4	13	-0.00261
5	13	-0.01846
6	13	0.04545
7	13	0.00524
8	13	-0.03199
9	13	-0.00511
10	13	0.00274
11	13	-0.18447
12	13	0.21725
13	13	0.88037
14	13	0.33141
15	13	-0.01085
16	13	-0.06837
17	13	-0.00182
18	13	0.02685
19	13	0.06688
20	13	-0.04758
21	13	0.01267
22	13	0.01896
23	13	-0.01170
24	13	-0.00471
25	13	0.01293
26	13	-0.00052
27	13	-0.00819
28	13	0.00279
29	13	0.00952
30	13	0.00308
31	13	-0.00588
32	13	-0.00350
33	13	0.00057
34	13	0.00257
35	13	-0.00007
36	13	0.00227
37	13	-0.00378
38	13	-0.00673
39	13	0.00132
40	13	-0.00108
41	13	0.00335
42	13	-0.00084
43	13	0.00006
44	13	-0.00031
45	13	0.00672
46	13	-0.00225
47	13	-0.00016
48	13	0.00011
49	13	0.00182
50	13	0.00385
51	13	-0.00365
52	13	-0.00043
53	13	0.00146
54	13	0.00005
55	13	-0.00124
56	13	0.00323
57	13	0.00550
58	13	0.00084
59	13	-0.00141
60	13	0.00137
61	13	-0.00289
62	13	-0.00130
63	13	0.00185
64	13	0.00076
65	13	0.00745
66	13	0.00151
67	13	0.00131
68	13	0.00203
69	13	-0.00312
70	13	0.00009
71	13	0.00093
72	13	0.00037
73	13	0.00299
74	13	0.00013
75	13	-0.00097
76	13	-0.00046
77	13	-0.00161
78	13	-0.00205
79	13	-0.00152
80	13	0.00158
81	13	-0.00023
82	13	0.00173
83	13	-0.00140
84	13	0.00022
85	13	-0.00149
86	13	0.00159
87	13	0.00158
88	13	-0.00180
89	13	-0.00385
90	13	0.00024
91	13	-0.00007
92	13	0.00001
93	13	-0.00006
94	13	0.00014
95	13	-0.00054
96	13	-0.00063
97	13	-0.00013
98	13	-0.00096
99	13	0.00106
100	13	-0.00062
101	13	0.00005
102	13	0.00011
103	13	-0.00010
104	13	-0.00000
105	13	0.00018
106	13	0.00012
107	13	-0.00022
108	13	-0.00001
1	14	0.03150
2	14	-0.02454
3	14	0.00570
4	14	0.00051
5	14	0.02363
6	14	-0.03653
7	14	-0.01550
8	14	0.02933
9	14	0.01070
10	14	-0.03482
11	14	0.15559
12	14	-0.23082
13	14	-0.21329
14	14	0.90024
15	14	-0.17210
16	14	0.02929
17	14	0.00261
18	14	-0.04115
19	14	-0.07692
20	14	0.05716
21	14	-0.01654
22	14	-0.03890
23	14	0.01163
24	14	-0.00651
25	14	-0.01957
26	14	-0.00119
27	14	0.02102
28	14	0.00195
29	14	-0.01386
30	14	-0.01235
31	14	0.00034
32	14	-0.00156
33	14	-0.00225
34	14	-0.00387
35	14	0.00386
36	14	-0.00107
37	14	0.00465
38	14	0.00413
39	14	-0.00234
40	14	0.00058
41	14	-0.00787
42	14	0.00047
43	14	-0.00532
44	14	0.00015
45	14	-0.00032
46	14	0.00250
47	14	0.00446
48	14	-0.00206
49	14	-0.00185
50	14	-0.00401
51	14	0.00745
52	14	-0.00192
53	14	-0.00084
54	14	-0.00207
55	14	0.00055
56	14	-0.00226
57	14	-0.00442
58	14	-0.00410
59	14	-0.00180
60	14	-0.00051
61	14	0.00247
62	14	0.00503
63	14	-0.00538
64	14	-0.00057
65	14	-0.00634
66	14	0.00111
67	14	-0.00475
