Row	Col.	Element
80	12	-0.00006
81	12	-0.00008
82	12	0.00007
83	12	0.00002
84	12	-0.00002
85	12	0.00002
86	12	0.00004
87	12	0.00005
88	12	0.00004
1	13	-0.03573
2	13	-0.00908
3	13	-0.00466
4	13	-0.03467
5	13	-0.02009
6	13	-0.00785
7	13	-0.03034
8	13	0.00392
9	13	-0.08612
10	13	-0.04128
11	13	-0.07439
12	13	0.37683
13	13	-0.89985
14	13	0.17249
15	13	-0.01013
16	13	-0.00143
17	13	-0.00069
18	13	-0.00171
19	13	-0.01865
20	13	-0.00349
21	13	0.00423
22	13	0.00984
23	13	-0.02060
24	13	0.01331
25	13	0.00435
26	13	0.01031
27	13	0.00539
28	13	-0.00726
29	13	0.00608
30	13	0.00604
31	13	0.00098
32	13	-0.00115
33	13	-0.00163
34	13	0.00133
35	13	-0.00153
36	13	0.00043
37	13	-0.00009
38	13	-0.00009
39	13	-0.00064
40	13	0.00115
41	13	-0.00038
42	13	0.00018
43	13	-0.00584
44	13	-0.00331
45	13	0.00522
46	13	0.00014
47	13	-0.00451
48	13	0.00338
49	13	-0.00070
50	13	0.00164
51	13	-0.00004
52	13	0.00027
53	13	0.00069
54	13	0.00030
55	13	0.00022
56	13	0.00221
57	13	-0.00690
58	13	-0.00009
59	13	-0.00056
60	13	0.00015
61	13	0.00032
62	13	0.00099
63	13	-0.00165
64	13	-0.00157
65	13	0.00033
66	13	0.00089
67	13	0.00076
68	13	0.00027
69	13	0.00231
70	13	0.00100
71	13	0.00022
72	13	-0.00087
73	13	0.00026
74	13	0.00127
75	13	0.00055
76	13	-0.00003
77	13	-0.00000
78	13	0.00006
79	13	-0.00002
80	13	-0.00001
81	13	-0.00000
82	13	0.00009
83	13	-0.00006
84	13	-0.00001
85	13	0.00000
86	13	0.00007
87	13	-0.00000
88	13	-0.00005
1	14	-0.02685
2	14	-0.00411
3	14	-0.00482
4	14	-0.03354
5	14	-0.02539
6	14	-0.00509
7	14	-0.01637
8	14	-0.00312
9	14	-0.06091
10	14	-0.07589
11	14	-0.05594
12	14	0.22450
13	14	-0.07123
14	14	-0.96261
15	14	0.01584
16	14	-0.00584
17	14	0.00087
18	14	-0.00642
19	14	-0.02166
20	14	-0.00370
21	14	0.00375
22	14	0.01772
23	14	-0.01430
24	14	0.03135
25	14	0.00557
